colour,email_address,full_name,id,job_title,,mugshot_url_template,parent,statistic_1,statistic_2,summary,web_url,phone_numbers
#A7EA52,,Dir. Rosalie V. Lava,790002,Chairman,,./data/logo.png,100079,,,Northern & Central Luzon,,
#A7EA52,Cagayan@redcross.org.ph,Cagayan,100080,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Aileen A. Torres,800001,Administrator,,./data/logo.png,100080,,,Northern & Central Luzon,,
#A7EA52,,Cong. Randolph S. Ting,800002,Chairman,,./data/logo.png,100080,,,Northern & Central Luzon,,
#A7EA52,Ifugao@redcross.org.ph,Ifugao,100081,Sub - Chapter,,./data/logo.png,100088,,,Northern & Central Luzon,,
#A7EA52,,Mr. Randy G. Blanco,810001,Administrator,,./data/logo.png,100081,,,Northern & Central Luzon,,
#A7EA52,,Engr. Carmelita B. Buyuccan,810002,Chairman,,./data/logo.png,100081,,,Northern & Central Luzon,,
#A7EA52,Ilocos.norte@redcross.org.ph,Ilocos Norte - Laoag City,100082,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Edna L. Orcino,820001,Administrator,,./data/logo.png,100082,,,Northern & Central Luzon,,
#A7EA52,,Dir. Maria C. Ang,820002,Chairman,,./data/logo.png,100082,,,Northern & Central Luzon,,
#A7EA52,Isabela@redcross.org.ph,Isabela,100083,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Antonita M. Asis,830001,Administrator,,./data/logo.png,100083,,,Northern & Central Luzon,,
#A7EA52,,Dir. Corazon T. Barrientos,830002,Chairman,,./data/logo.png,100083,,,Northern & Central Luzon,,
#A7EA52,Kalinga@redcross.org.ph,Kalinga,100084,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Glorina B. Diaz,840001,Administrator,,./data/logo.png,100084,,,Northern & Central Luzon,,
#A7EA52,,Dir. Macario Duguiang,840002,Chairman,,./data/logo.png,100084,,,Northern & Central Luzon,,
#A7EA52,Launion@redcross.org.ph,La Union - San Fernando City,100085,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Almira V. Abrazado,850001,Administrator,,./data/logo.png,100085,,,Northern & Central Luzon,,
#A7EA52,,Dir. Jonathan Justo A. Orros,850002,Chairman,,./data/logo.png,100085,,,Northern & Central Luzon,,
#A7EA52,Mtprovince@redcross.org.ph,Mt. Province,100086,Sub - Chapter,,./data/logo.png,100076,,,Northern & Central Luzon,,
#A7EA52,,Mr. Oscar G. Paris,860001,Administrator,,./data/logo.png,100086,,,Northern & Central Luzon,,
#A7EA52,,Hon. Leonard G. Mayaen,860002,Chairman,,./data/logo.png,100086,,,Northern & Central Luzon,,
#A7EA52,Nueva.ecija@redcross.org.ph,Nueva Ecija,100087,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Elena M. Ladignon,870001,Administrator,,./data/logo.png,100087,,,Northern & Central Luzon,,
#A7EA52,,"Dir. Tomas N. Joson, Iii",870002,Chairman,,./data/logo.png,100087,,,Northern & Central Luzon,,
#A7EA52,Nueva.vizcaya@redcross.org.ph,Nueva Vizcaya,100088,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Margarita E. Dumlao,880001,Administrator,,./data/logo.png,100088,,,Northern & Central Luzon,,
#A7EA52,,Dir. Santiago O. Dickson,880002,Chairman,,./data/logo.png,100088,,,Northern & Central Luzon,,
#A7EA52,Olongapo@redcross.org.ph,Olongapo City,100089,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,"Mr.eduardo C. Buena, Jr.",890001,Administrator,,./data/logo.png,100089,,,Northern & Central Luzon,,
#A7EA52,,"City Mayor James J. Gordon, Jr.",890002,Chairman,,./data/logo.png,100089,,,Northern & Central Luzon,,
#A7EA52,Pampanga@redcross.org.ph,Pampanga - Angeles City,100090,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mr. Augusto B. Ocampo,900001,Administrator,,./data/logo.png,100090,,,Northern & Central Luzon,,
#A7EA52,,Dir. Alfredo P. De Leon,900002,Chairman,,./data/logo.png,100090,,,Northern & Central Luzon,,
#A7EA52,Pangasinan@redcross.org.ph,Pangasinan - Dagupan City - San Carlos City,100091,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Florame S. Magalong,910001,Administrator,,./data/logo.png,100091,,,Northern & Central Luzon,,
#A7EA52,,"Dir. Vivencio V. Villaflor, Jr. M.",910002,Chairman,,./data/logo.png,100091,,,Northern & Central Luzon,,
#A7EA52,Quirino@redcross.org.ph,Quirino,100092,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Mrs. Jesusa N. Leal,920001,Administrator,,./data/logo.png,100092,,,Northern & Central Luzon,,
#A7EA52,,Gov. Junie E. Cua,920002,Chairman,,./data/logo.png,100092,,,Northern & Central Luzon,,
#A7EA52,Santiagocity@redcross.org.ph,Santiago City,100093,Sub - Chapter,,./data/logo.png,100092,,,Northern & Central Luzon,,
#A7EA52,,Mrs.  Estela C. Vergara,930001,Administrator,,./data/logo.png,100093,,,Northern & Central Luzon,,
#A7EA52,,City Mayor Amelita S. Navarro,930002,Chairman,,./data/logo.png,100093,,,Northern & Central Luzon,,
#A7EA52,Tarlac@redcross.org.ph,Tarlac,100094,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,"Mr. Luciano L. Paras, Jr.",940001,Administrator,,./data/logo.png,100094,,,Northern & Central Luzon,,
#A7EA52,,Dir. Jesus Cano Chua,940002,Chairman,,./data/logo.png,100094,,,Northern & Central Luzon,,
#A7EA52,Zambales@redcross.org.ph,Zambales,100095,Chapter,,./data/logo.png,100070,,,Northern & Central Luzon,,
#A7EA52,,Ms. Maria Elizabeth J. Ednave,950001,Administrator,,./data/logo.png,100095,,,Northern & Central Luzon,,
#A7EA52,,Norma M. Abad,950002,Chairman,,./data/logo.png,100095,,,Northern & Central Luzon,,
#A7EA52,,Southern Luzon,100100,Region,,./data/logo.png,10000,,,Southern Luzon,,
#A7EA52,Batangas@redcross.org.ph,Batangas,100101,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mr. Ronald G. Generoso,1010001,Administrator,,./data/logo.png,100101,,,Southern Luzon,,
#A7EA52,,Atty.vicente A. Mayo,1010002,Chairman,,./data/logo.png,100101,,,Southern Luzon,,
#A7EA52,Cavite@redcross.org.ph,Cavite,100102,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mrs. Ma. Luz L.asencio,1020001,Administrator,,./data/logo.png,100102,,,Southern Luzon,,
#A7EA52,,Dir. Cresenciana R. Fancuvilla,1020002,Chairman,,./data/logo.png,100102,,,Southern Luzon,,
#A7EA52,Laguna@redcross.org.ph,Laguna,100103,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mrs. Rudelly C. Cabutin,1030001,Administrator,,./data/logo.png,100103,,,Southern Luzon,,
#A7EA52,,Dir. Jaime Bautista Ching,1030002,Chairman,,./data/logo.png,100103,,,Southern Luzon,,
#A7EA52,Marinduque@redcross.org.ph,Marinduque,100104,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mr. Jommel M. Merano,1040001,Administrator,,./data/logo.png,100104,,,Southern Luzon,,
#A7EA52,,Dir. Romulo H. Malvar,1040002,Chairman,,./data/logo.png,100104,,,Southern Luzon,,
#A7EA52,Mindoro.oriental@redcross.org.ph,Mindoro Oriental,100105,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Ms. Guada Fe S. De Leon,1050001,Administrator,,./data/logo.png,100105,,,Southern Luzon,,
#A7EA52,,Atty. Luningningy. Centron,1050002,Chairman,,./data/logo.png,100105,,,Southern Luzon,,
#A7EA52,Mindoro.occidental@redcross.org.ph,Occidental Mindoro,100106,Sub - Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mr. Minandro C. Ebora,1060001,Administrator,,./data/logo.png,100106,,,Southern Luzon,,
#A7EA52,,Hon. Josephine Ramirez-sato,1060002,Chairman,,./data/logo.png,100106,,,Southern Luzon,,
#A7EA52,Palawan@redcross.org.ph,Palawan,100107,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Miss. Arsenia P. Tabique,1070001,Administrator,,./data/logo.png,100107,,,Southern Luzon,,
#A7EA52,,Atty. Ofelia A. Sta. Maria,1070002,Chairman,,./data/logo.png,100107,,,Southern Luzon,,
#A7EA52,Quezonlucena@redcross.org.ph,Quezon - Lucena City,100108,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mr. Jaime D. Candelaria,1080001,Administrator,,./data/logo.png,100108,,,Southern Luzon,,
#A7EA52,,Dr. Gerardo B. De Villa,1080002,Chairman,,./data/logo.png,100108,,,Southern Luzon,,
#A7EA52,Romblon@redcross.org.ph,Romblon,100109,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Ms. Mary Ann D. Magada,1090001,Administrator,,./data/logo.png,100109,,,Southern Luzon,,
#A7EA52,,Dir. Alicia C. Fetalvero,1090002,Chairman,,./data/logo.png,100109,,,Southern Luzon,,
#A7EA52,Sanpablo@redcross.org.ph,San Pablo City,100110,Chapter,,./data/logo.png,100100,,,Southern Luzon,,
#A7EA52,,Mrs. Dorie P. Cabela,1100001,Administrator,,./data/logo.png,100110,,,Southern Luzon,,
#A7EA52,,"Dr. Emmanuel D. Loyola, MD..",1100002,Chairman,,./data/logo.png,100110,,,Southern Luzon,,
#A7EA52,,Visayas Region,100200,Region,,./data/logo.png,10000,,,Visayas Region,,
#A7EA52,Northernsamar@redcross.org.ph,Northern Samar,100201,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Ms. Susana T. Hernandez,2010001,Administrator,,./data/logo.png,100201,,,Visayas Region,,
#A7EA52,,Dr. Pedro D. Destura,2010002,Chairman,,./data/logo.png,100201,,,Visayas Region,,
#A7EA52,Aklan@redcross.org.ph,Aklan,100202,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Arcely P. Pelayo,2020001,Administrator,,./data/logo.png,100202,,,Visayas Region,,
#A7EA52,,Atty. Ronquillo C. Tolentino,2020002,Chairman,,./data/logo.png,100202,,,Visayas Region,,
#A7EA52,Antique@redcross.org.ph,Antique,100203,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Ester L. Buenaventura,2030001,Administrator,,./data/logo.png,100203,,,Visayas Region,,
#A7EA52,,Judge Nery  Duremdes,2030002,Chairman,,./data/logo.png,100203,,,Visayas Region,,
#A7EA52,Bohol@redcross.org.ph,Bohol,100204,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Nenita B. Briones,2040001,Administrator,,./data/logo.png,100204,,,Visayas Region,,
#A7EA52,,Provl. Gov. Edgar M. Chatto,2040002,Chairman,,./data/logo.png,100204,,,Visayas Region,,
#A7EA52,Boracay@redcross.org.ph,Boracay,100205,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Marlo D. Schoenenberger,2050001,Administrator,,./data/logo.png,100205,,,Visayas Region,,
#A7EA52,,Nieva B. Mendoza,2050002,Chairman,,./data/logo.png,100205,,,Visayas Region,,
#A7EA52,Capiz@redcross.org.ph,Capiz,100206,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Nelia B. Cartujano,2060001,Administrator,,./data/logo.png,100206,,,Visayas Region,,
#A7EA52,,"Charlie T. Robles, MD..",2060002,Chairman,,./data/logo.png,100206,,,Visayas Region,,
#A7EA52,Cebu@redcross.org.ph,Cebu,100207,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Norma C. Tancinco,2070001,Administrator,,./data/logo.png,100207,,,Visayas Region,,
#A7EA52,,Dir. Allan Nicolas C. Ouano,2070002,Chairman,,./data/logo.png,100207,,,Visayas Region,,
#A7EA52,Easternsamar@redcross.org.ph,Eastern Samar,100208,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Josefa C. Tentativa,2080001,Administrator,,./data/logo.png,100208,,,Visayas Region,,
#A7EA52,,Dir. Jesse C. Solidon,2080002,Chairman,,./data/logo.png,100208,,,Visayas Region,,
#A7EA52,Guimaras@redcross.org.ph,Guimaras,100209,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Maricel M. Linga,2090001,Administrator,,./data/logo.png,100209,,,Visayas Region,,
#A7EA52,,Dir. Ruben B. Corpuz,2090002,Chairman,,./data/logo.png,100209,,,Visayas Region,,
#A7EA52,Hilongos@redcross.org.ph,Hilongos,100210,Sub - Chapter,,./data/logo.png,100213,,,Visayas Region,,
#A7EA52,,Mrs.everlisa N. Alotaya,2100001,Administrator,,./data/logo.png,100210,,,Visayas Region,,
#A7EA52,,Hon. Jose Emery Fulache Roble,2100002,Chairman,,./data/logo.png,100210,,,Visayas Region,,
#A7EA52,Iloilo@redcross.org.ph,Iloilo,100211,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Gilbert Paul L. Valderrama,2110001,Administrator,,./data/logo.png,100211,,,Visayas Region,,
#A7EA52,,Dir. Ramon C. Locsin,2110002,Chairman,,./data/logo.png,100211,,,Visayas Region,,
#A7EA52,Lapulapu@redcross.org.ph,Lapu - Lapu / Cordova,100212,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Vic Jay  C. Gonzal,2120001,Administrator,,./data/logo.png,100212,,,Visayas Region,,
#A7EA52,,Dir. Samuel B. Lim,2120002,Chairman,,./data/logo.png,100212,,,Visayas Region,,
#A7EA52,Leyte@redcross.org.ph,Leyte,100213,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Ms. Jennifer S. Chico,2130001,Administrator,,./data/logo.png,100213,,,Visayas Region,,
#A7EA52,,Dir.  Miguel T. Tezon,2130002,Chairman,,./data/logo.png,100213,,,Visayas Region,,
#A7EA52,Negros.occidental@redcross.org.ph,Negros Occidental - Bacolod City,100214,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Raul S. Garganera,2140001,Administrator,,./data/logo.png,100214,,,Visayas Region,,
#A7EA52,,Judge Demosthenes L. Magallanes,2140002,Chairman,,./data/logo.png,100214,,,Visayas Region,,
#A7EA52,Negros.oriental@redcross.org.ph,Negros Oriental,100215,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Louella N. Bael,2150001,Administrator,,./data/logo.png,100215,,,Visayas Region,,
#A7EA52,,Dr. Henry A. Sojor,2150002,Chairman,,./data/logo.png,100215,,,Visayas Region,,
#A7EA52,Ormoc.@redcross.org.ph,Ormoc City,100216,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mrs. Ruby L. Gernale,2160001,Administrator,,./data/logo.png,100216,,,Visayas Region,,
#A7EA52,,Dir. Climaco V. Evangelista,2160002,Chairman,,./data/logo.png,100216,,,Visayas Region,,
#A7EA52,Siquijor@redcross.org.ph,Siquijor,100217,Sub - Chapter,,./data/logo.png,100215,,,Visayas Region,,
#A7EA52,,Ms. Rowena L. Maputi,2170001,Administrator,,./data/logo.png,100217,,,Visayas Region,,
#A7EA52,,Dir. Arturo P. Pacatang,2170002,Chairman,,./data/logo.png,100217,,,Visayas Region,,
#A7EA52,Southernleyte@redcross.org.ph,Southern Leyte,100218,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Noli  G. Casas,2180001,Administrator,,./data/logo.png,100218,,,Visayas Region,,
#A7EA52,,Gov. Damian G. Mercado,2180002,Chairman,,./data/logo.png,100218,,,Visayas Region,,
#A7EA52,Westernsamar@redcross.org.ph,Western Samar,100219,Chapter,,./data/logo.png,100200,,,Visayas Region,,
#A7EA52,,Mr. Priam C. Arteche,2190001,Administrator,,./data/logo.png,100219,,,Visayas Region,,
#A7EA52,,Dir Edgardo M. Guya,2190002,Chairman,,./data/logo.png,100219,,,Visayas Region,,
